event_idx,group,relative_match,points,team,season,manager,appointment_type
7466,Matched controls (kept manager),4,1.2424242424242424,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),4,1.3375796178343948,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),4,1.4615384615384615,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),4,1.4153846153846155,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),4,1.1891891891891893,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),4,1.107843137254902,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),4,0.9642857142857143,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),4,1.1228070175438596,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),4,1.25,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),4,1.0816326530612246,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),4,1.2054794520547945,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),4,1.3838862559241707,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),4,0.9642857142857143,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),4,1.3563636363636364,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),4,1.3305084745762712,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),4,1.0,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,5,1.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,5,0.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,5,0.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,5,3.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,5,3.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,5,1.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,5,1.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,5,3.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,5,3.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,5,3.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,5,3.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,5,0.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,5,0.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,5,0.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,5,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,5,1.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,5,3.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,5,1.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,5,3.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,5,3.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,5,1.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,5,3.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,5,1.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,5,0.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,5,3.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,5,1.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,5,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,5,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,5,3.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,5,1.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,5,0.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,5,1.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,5,1.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,5,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,5,1.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,5,1.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,5,0.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,5,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,5,0.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,5,0.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,5,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,5,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,5,1.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,5,0.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,5,0.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,5,3.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,5,0.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,5,3.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,5,0.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,5,0.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,5,0.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,5,3.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,5,1.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,5,3.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,5,0.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,5,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,5,1.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,5,1.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,5,3.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,5,0.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,5,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),5,1.3302752293577982,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),5,1.1428571428571428,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),5,0.9387755102040817,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),5,1.2340425531914894,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),5,1.3507109004739337,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),5,1.3289473684210527,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),5,1.2036363636363636,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),5,1.3875432525951557,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),5,1.42,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),5,1.1441441441441442,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),5,1.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),5,0.9764705882352941,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),5,1.2040816326530612,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),5,1.0795454545454546,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),5,1.0588235294117647,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),5,0.9764705882352941,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),5,1.3289473684210527,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),5,0.9764705882352941,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),5,1.0795454545454546,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),5,1.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),5,1.1232876712328768,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),5,1.0795454545454546,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),5,1.3507109004739337,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),5,0.9764705882352941,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),5,1.2340425531914894,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),5,1.3289473684210527,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),5,1.3507109004739337,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),5,1.4,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),5,1.3430656934306568,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),5,1.4615384615384615,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),5,1.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),5,1.3502824858757063,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),5,1.0795454545454546,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),5,1.303030303030303,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),5,1.1232876712328768,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),5,1.3669354838709677,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),5,1.347457627118644,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),5,1.2067510548523206,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),5,1.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),5,1.1962616822429906,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),5,1.3289473684210527,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),5,0.9387755102040817,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),5,1.1441441441441442,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),5,1.1232876712328768,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),5,1.347457627118644,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),5,1.2424242424242424,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),5,1.375796178343949,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),5,1.3333333333333333,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),5,1.4,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),5,1.1441441441441442,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),5,1.0588235294117647,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),5,0.9285714285714286,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),5,1.0,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),5,1.0795454545454546,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),5,0.9387755102040817,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),5,1.1232876712328768,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),5,1.3507109004739337,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),5,0.9285714285714286,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),5,1.2036363636363636,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),5,1.347457627118644,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),5,0.9565217391304348,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,6,0.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,6,1.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,6,1.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,6,0.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,6,1.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,6,3.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,6,1.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,6,1.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,6,1.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,6,1.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,6,0.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,6,3.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,6,0.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,6,3.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,6,0.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,6,3.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,6,1.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,6,1.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,6,3.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,6,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,6,0.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,6,1.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,6,3.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,6,1.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,6,0.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,6,0.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,6,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,6,1.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,6,0.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,6,3.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,6,3.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,6,0.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,6,1.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,6,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,6,0.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,6,3.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,6,0.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,6,0.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,6,1.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,6,1.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,6,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,6,0.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,6,1.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,6,3.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,6,3.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,6,3.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,6,3.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,6,1.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,6,3.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,6,1.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,6,0.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,6,3.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,6,0.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,6,1.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,6,0.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,6,0.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,6,3.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,6,0.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,6,3.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,6,0.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,6,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),6,1.3669724770642202,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),6,0.8571428571428571,Aston Villa,2014/15,Tim Sherwood,permanent
504,Matched controls (kept manager),6,1.0612244897959184,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Matched controls (kept manager),6,1.1808510638297873,Aston Villa,2021/22,Steven Gerrard,permanent
657,Matched controls (kept manager),6,1.2464454976303319,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Matched controls (kept manager),6,1.1907894736842106,Chelsea,2015/16,Steve Holland,caretaker
2299,Matched controls (kept manager),6,1.2581818181818183,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Matched controls (kept manager),6,1.3079584775086506,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Matched controls (kept manager),6,1.53,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Matched controls (kept manager),6,0.954954954954955,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Matched controls (kept manager),6,1.0350877192982457,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Matched controls (kept manager),6,0.9647058823529412,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Matched controls (kept manager),6,1.1972789115646258,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Matched controls (kept manager),6,0.8295454545454546,Everton,2019/20,Duncan Ferguson,caretaker
3249,Matched controls (kept manager),6,1.0294117647058822,Everton,2021/22,Duncan Ferguson,caretaker
3288,Matched controls (kept manager),6,0.9647058823529412,Everton,2022/23,Sean Dyche,permanent
3363,Matched controls (kept manager),6,1.1907894736842106,Everton,2024/25,David Moyes,permanent
3432,Matched controls (kept manager),6,0.9647058823529412,Fulham,2018/19,Claudio Ranieri,permanent
3448,Matched controls (kept manager),6,0.8295454545454546,Fulham,2018/19,Scott Parker,permanent
3708,Matched controls (kept manager),6,1.0350877192982457,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Matched controls (kept manager),6,0.9931506849315068,Hull,2016/17,Marco Silva,permanent
3902,Matched controls (kept manager),6,0.8295454545454546,Leeds,2021/22,Jesse Marsch,permanent
3934,Matched controls (kept manager),6,1.2464454976303319,Leeds,2022/23,Michael Skubala,caretaker
4091,Matched controls (kept manager),6,0.9647058823529412,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Matched controls (kept manager),6,1.1808510638297873,Leicester,2018/19,Mike Stowell,caretaker
4322,Matched controls (kept manager),6,1.1907894736842106,Leicester,2022/23,Adam Sadler,caretaker
4344,Matched controls (kept manager),6,1.2464454976303319,Leicester,2024/25,Ben Dawson,caretaker
5489,Matched controls (kept manager),6,1.435897435897436,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Matched controls (kept manager),6,1.354014598540146,Man United,2021/22,Michael Carrick,caretaker
5758,Matched controls (kept manager),6,1.3113553113553114,Man United,2025/26,Darren Fletcher,caretaker
5803,Matched controls (kept manager),6,1.0350877192982457,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Matched controls (kept manager),6,1.3728813559322033,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Matched controls (kept manager),6,0.8295454545454546,Newcastle,2015/16,Rafael Benítez,permanent
6319,Matched controls (kept manager),6,1.0909090909090908,Norwich,2021/22,Dean Smith,permanent
6401,Matched controls (kept manager),6,0.9931506849315068,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Matched controls (kept manager),6,1.2338709677419355,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Matched controls (kept manager),6,1.1440677966101696,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Matched controls (kept manager),6,1.1856540084388185,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Matched controls (kept manager),6,1.0350877192982457,Sheffield United,2023/24,Chris Wilder,permanent
6816,Matched controls (kept manager),6,1.1121495327102804,Southampton,2018/19,Kelvin Davis,caretaker
6968,Matched controls (kept manager),6,1.1907894736842106,Southampton,2022/23,Nathan Jones,permanent
7008,Matched controls (kept manager),6,1.0612244897959184,Southampton,2024/25,Simon Rusk,caretaker
7166,Matched controls (kept manager),6,0.954954954954955,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Matched controls (kept manager),6,0.9931506849315068,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Matched controls (kept manager),6,1.1440677966101696,Swansea,2016/17,Alan Curtis,caretaker
7466,Matched controls (kept manager),6,0.8181818181818182,Swansea,2017/18,Leon Britton,caretaker
7688,Matched controls (kept manager),6,1.2101910828025477,Tottenham,2019/20,José Mourinho,permanent
7762,Matched controls (kept manager),6,1.7521367521367521,Tottenham,2021/22,Antonio Conte,permanent
7818,Matched controls (kept manager),6,1.435897435897436,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Matched controls (kept manager),6,0.954954954954955,Tottenham,2025/26,Igor Tudor,permanent
8042,Matched controls (kept manager),6,1.0294117647058822,Watford,2017/18,Javi Gracia,permanent
8108,Matched controls (kept manager),6,1.0833333333333333,Watford,2019/20,Hayden Mullins,caretaker
8152,Matched controls (kept manager),6,1.0350877192982457,Watford,2021/22,Roy Hodgson,permanent
8189,Matched controls (kept manager),6,0.8295454545454546,West Brom,2014/15,Rob Kelly,caretaker
8296,Matched controls (kept manager),6,1.0612244897959184,West Brom,2017/18,Gary Megson,caretaker
8335,Matched controls (kept manager),6,0.9931506849315068,West Brom,2020/21,Sam Allardyce,permanent
8485,Matched controls (kept manager),6,1.2464454976303319,West Ham,2017/18,David Moyes,permanent
8569,Matched controls (kept manager),6,1.0833333333333333,West Ham,2019/20,David Moyes,permanent
8760,Matched controls (kept manager),6,1.2581818181818183,West Ham,2024/25,Graham Potter,permanent
9060,Matched controls (kept manager),6,1.1440677966101696,Wolves,2024/25,Vítor Pereira,permanent
9092,Matched controls (kept manager),6,0.9130434782608695,Wolves,2025/26,Jamie Collins,caretaker
203,Changed manager,7,3.0,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Changed manager,7,3.0,Aston Villa,2014/15,Tim Sherwood,permanent
504,Changed manager,7,1.0,Aston Villa,2015/16,Kevin MacDonald,caretaker
619,Changed manager,7,0.0,Aston Villa,2021/22,Steven Gerrard,permanent
657,Changed manager,7,3.0,Aston Villa,2022/23,Aaron Danks,caretaker
2106,Changed manager,7,1.0,Chelsea,2015/16,Steve Holland,caretaker
2299,Changed manager,7,3.0,Chelsea,2020/21,Thomas Tuchel,permanent
2384,Changed manager,7,0.0,Chelsea,2022/23,Bruno Saltor,caretaker
2489,Changed manager,7,1.0,Chelsea,2025/26,Calum McFarlane,caretaker
2526,Changed manager,7,0.0,Crystal Palace,2014/15,Keith Millen,caretaker
2601,Changed manager,7,0.0,Crystal Palace,2016/17,Sam Allardyce,permanent
2839,Changed manager,7,0.0,Crystal Palace,2022/23,Patrick McCarthy,caretaker
2874,Changed manager,7,3.0,Crystal Palace,2023/24,Ray Lewington,caretaker
3169,Changed manager,7,1.0,Everton,2019/20,Duncan Ferguson,caretaker
3249,Changed manager,7,3.0,Everton,2021/22,Duncan Ferguson,caretaker
3288,Changed manager,7,1.0,Everton,2022/23,Sean Dyche,permanent
3363,Changed manager,7,1.0,Everton,2024/25,David Moyes,permanent
3432,Changed manager,7,3.0,Fulham,2018/19,Claudio Ranieri,permanent
3448,Changed manager,7,3.0,Fulham,2018/19,Scott Parker,permanent
3708,Changed manager,7,0.0,Huddersfield,2018/19,Mark Hudson,caretaker
3782,Changed manager,7,3.0,Hull,2016/17,Marco Silva,permanent
3902,Changed manager,7,0.0,Leeds,2021/22,Jesse Marsch,permanent
3934,Changed manager,7,0.0,Leeds,2022/23,Michael Skubala,caretaker
4091,Changed manager,7,0.0,Leicester,2016/17,Craig Shakespeare,caretaker_made_permanent
4169,Changed manager,7,1.0,Leicester,2018/19,Mike Stowell,caretaker
4322,Changed manager,7,0.0,Leicester,2022/23,Adam Sadler,caretaker
4344,Changed manager,7,0.0,Leicester,2024/25,Ben Dawson,caretaker
5489,Changed manager,7,3.0,Man United,2018/19,Ole Gunnar Solskjær,permanent
5598,Changed manager,7,1.0,Man United,2021/22,Michael Carrick,caretaker
5758,Changed manager,7,3.0,Man United,2025/26,Darren Fletcher,caretaker
5803,Changed manager,7,1.0,Middlesbrough,2016/17,Steve Agnew,caretaker
5833,Changed manager,7,3.0,Newcastle,2014/15,John Carver,caretaker_made_permanent
5880,Changed manager,7,3.0,Newcastle,2015/16,Rafael Benítez,permanent
6319,Changed manager,7,0.0,Norwich,2021/22,Dean Smith,permanent
6401,Changed manager,7,3.0,Nott'm Forest,2023/24,Nuno Espírito Santo,permanent
6486,Changed manager,7,3.0,Nott'm Forest,2025/26,Vítor Pereira,permanent
6521,Changed manager,7,3.0,QPR,2014/15,Chris Ramsey,caretaker_made_permanent
6602,Changed manager,7,3.0,Sheffield United,2020/21,Paul Heckingbottom,caretaker_made_permanent
6626,Changed manager,7,0.0,Sheffield United,2023/24,Chris Wilder,permanent
6816,Changed manager,7,3.0,Southampton,2018/19,Kelvin Davis,caretaker
6968,Changed manager,7,0.0,Southampton,2022/23,Nathan Jones,permanent
7008,Changed manager,7,3.0,Southampton,2024/25,Simon Rusk,caretaker
7166,Changed manager,7,0.0,Stoke,2017/18,Eddie Niedzwiecki,caretaker
7387,Changed manager,7,3.0,Swansea,2015/16,Alan Curtis,caretaker_made_permanent
7428,Changed manager,7,0.0,Swansea,2016/17,Alan Curtis,caretaker
7466,Changed manager,7,1.0,Swansea,2017/18,Leon Britton,caretaker
7688,Changed manager,7,1.0,Tottenham,2019/20,José Mourinho,permanent
7762,Changed manager,7,3.0,Tottenham,2021/22,Antonio Conte,permanent
7818,Changed manager,7,0.0,Tottenham,2022/23,Cristian Stellini,caretaker
7930,Changed manager,7,3.0,Tottenham,2025/26,Igor Tudor,permanent
8042,Changed manager,7,1.0,Watford,2017/18,Javi Gracia,permanent
8108,Changed manager,7,3.0,Watford,2019/20,Hayden Mullins,caretaker
8152,Changed manager,7,0.0,Watford,2021/22,Roy Hodgson,permanent
8189,Changed manager,7,3.0,West Brom,2014/15,Rob Kelly,caretaker
8296,Changed manager,7,1.0,West Brom,2017/18,Gary Megson,caretaker
8335,Changed manager,7,1.0,West Brom,2020/21,Sam Allardyce,permanent
8485,Changed manager,7,0.0,West Ham,2017/18,David Moyes,permanent
8569,Changed manager,7,0.0,West Ham,2019/20,David Moyes,permanent
8760,Changed manager,7,0.0,West Ham,2024/25,Graham Potter,permanent
9060,Changed manager,7,3.0,Wolves,2024/25,Vítor Pereira,permanent
9092,Changed manager,7,0.0,Wolves,2025/26,Jamie Collins,caretaker
203,Matched controls (kept manager),7,1.3256880733944953,Arsenal,2019/20,Freddie Ljungberg,caretaker
481,Matched controls (kept manager),7,0.5714285714285714,Aston Villa,2014/15,Tim Sherwood,permanent
