season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2024/25,2024-11-10,Tottenham,Ipswich,Home,1,2,0,1.75,2.18,Ange Postecoglou,permanent,1.5
2024/25,2024-11-23,Tottenham,Man City,Away,4,0,3,3.3,2.16,Ange Postecoglou,permanent,1.5
2024/25,2024-12-01,Tottenham,Fulham,Home,1,1,1,1.01,1.57,Ange Postecoglou,permanent,1.6
2024/25,2024-12-05,Tottenham,Bournemouth,Away,0,1,0,0.62,3.28,Ange Postecoglou,permanent,1.6
2024/25,2024-12-08,Tottenham,Chelsea,Home,3,4,0,3.25,2.57,Ange Postecoglou,permanent,1.3
2024/25,2024-12-15,Tottenham,Southampton,Away,5,0,3,3.89,1.27,Ange Postecoglou,permanent,1.3
2024/25,2024-12-22,Tottenham,Liverpool,Home,3,6,0,1.2,5.2,Ange Postecoglou,permanent,1.3
2024/25,2024-12-26,Tottenham,Nott'm Forest,Away,0,1,0,1.06,1.3,Ange Postecoglou,permanent,1.0
2024/25,2024-12-29,Tottenham,Wolves,Home,2,2,1,2.28,0.64,Ange Postecoglou,permanent,1.1
2024/25,2025-01-04,Tottenham,Newcastle,Home,1,2,0,1.0,2.43,Ange Postecoglou,permanent,0.8
2024/25,2025-01-15,Tottenham,Arsenal,Away,1,2,0,0.78,2.26,Ange Postecoglou,permanent,0.8
2024/25,2025-01-19,Tottenham,Everton,Away,2,3,0,1.36,2.56,Ange Postecoglou,permanent,0.5
2024/25,2025-01-26,Tottenham,Leicester,Home,1,2,0,1.27,1.4,Ange Postecoglou,permanent,0.4
2024/25,2025-02-02,Tottenham,Brentford,Away,2,0,3,0.95,1.66,Ange Postecoglou,permanent,0.7
2024/25,2025-02-16,Tottenham,Man United,Home,1,0,3,1.97,1.43,Ange Postecoglou,permanent,1.0
2024/25,2025-02-22,Tottenham,Ipswich,Away,4,1,3,1.59,1.15,Ange Postecoglou,permanent,1.0
2024/25,2025-02-26,Tottenham,Man City,Home,0,1,0,1.28,2.39,Ange Postecoglou,permanent,1.0
2024/25,2025-03-09,Tottenham,Bournemouth,Home,2,2,1,1.35,2.23,Ange Postecoglou,permanent,1.1
2024/25,2025-03-16,Tottenham,Fulham,Away,0,2,0,1.41,1.04,Ange Postecoglou,permanent,1.0
2024/25,2025-04-03,Tottenham,Chelsea,Away,0,1,0,1.4,1.3,Ange Postecoglou,permanent,1.0
2024/25,2025-04-06,Tottenham,Southampton,Home,3,1,3,2.65,0.78,Ange Postecoglou,permanent,1.3
2024/25,2025-04-13,Tottenham,Wolves,Away,2,4,0,1.63,2.23,Ange Postecoglou,permanent,1.3
2024/25,2025-04-21,Tottenham,Nott'm Forest,Home,1,2,0,2.4,0.56,Ange Postecoglou,permanent,1.3
2024/25,2025-04-27,Tottenham,Liverpool,Away,1,5,0,0.51,2.51,Ange Postecoglou,permanent,1.0
2024/25,2025-05-04,Tottenham,West Ham,Away,1,1,1,0.85,1.15,Ange Postecoglou,permanent,0.8
2024/25,2025-05-11,Tottenham,Crystal Palace,Home,0,2,0,0.81,3.99,Ange Postecoglou,permanent,0.5
2024/25,2025-05-16,Tottenham,Aston Villa,Away,0,2,0,0.52,1.69,Ange Postecoglou,permanent,0.5
2024/25,2025-05-25,Tottenham,Brighton,Home,1,4,0,1.85,3.12,Ange Postecoglou,permanent,0.4
2025/26,2025-08-16,Tottenham,Burnley,Home,3,0,3,1.98,0.73,Thomas Frank,permanent,0.7
2025/26,2025-08-23,Tottenham,Man City,Away,2,0,3,1.28,1.25,Thomas Frank,permanent,1.0
2025/26,2025-08-30,Tottenham,Bournemouth,Home,0,1,0,0.17,2.12,Thomas Frank,permanent,0.7
2025/26,2025-09-13,Tottenham,West Ham,Away,3,0,3,1.51,0.79,Thomas Frank,permanent,1.0
2025/26,2025-09-20,Tottenham,Brighton,Away,2,2,1,1.19,1.4,Thomas Frank,permanent,1.1
2025/26,2025-09-27,Tottenham,Wolves,Home,1,1,1,0.82,1.16,Thomas Frank,permanent,1.2
2025/26,2025-10-04,Tottenham,Leeds,Away,2,1,3,0.69,1.48,Thomas Frank,permanent,1.4
2025/26,2025-10-19,Tottenham,Aston Villa,Home,1,2,0,1.51,0.35,Thomas Frank,permanent,1.4
2025/26,2025-10-26,Tottenham,Everton,Away,3,0,3,2.09,1.4,Thomas Frank,permanent,1.7
2025/26,2025-11-01,Tottenham,Chelsea,Home,0,1,0,0.15,3.34,Thomas Frank,permanent,1.7
2025/26,2025-11-08,Tottenham,Man United,Home,2,2,1,1.36,0.82,Thomas Frank,permanent,1.5
2025/26,2025-11-23,Tottenham,Arsenal,Away,1,4,0,0.03,2.28,Thomas Frank,permanent,1.2
2025/26,2025-11-29,Tottenham,Fulham,Home,1,2,0,1.04,0.49,Thomas Frank,permanent,1.2
2025/26,2025-12-02,Tottenham,Newcastle,Away,2,2,1,1.05,1.89,Thomas Frank,permanent,1.0
2025/26,2025-12-06,Tottenham,Brentford,Home,2,0,3,2.42,0.47,Thomas Frank,permanent,1.2
2025/26,2025-12-14,Tottenham,Nott'm Forest,Away,0,3,0,0.38,2.33,Thomas Frank,permanent,1.1
2025/26,2025-12-20,Tottenham,Liverpool,Home,1,2,0,1.35,1.23,Thomas Frank,permanent,0.8
2025/26,2025-12-28,Tottenham,Crystal Palace,Away,1,0,3,0.87,0.93,Thomas Frank,permanent,1.1
2025/26,2026-01-01,Tottenham,Brentford,Away,0,0,1,0.61,0.56,Thomas Frank,permanent,0.9
2025/26,2026-01-04,Tottenham,Sunderland,Home,1,1,1,1.42,0.47,Thomas Frank,permanent,1.0
2025/26,2026-01-07,Tottenham,Bournemouth,Away,2,3,0,1.63,1.19,Thomas Frank,permanent,0.9
2025/26,2026-01-17,Tottenham,West Ham,Home,1,2,0,1.65,2.77,Thomas Frank,permanent,0.9
2025/26,2026-01-24,Tottenham,Burnley,Away,2,2,1,2.59,1.55,Thomas Frank,permanent,1.0
2025/26,2026-02-01,Tottenham,Man City,Home,2,2,1,1.5,2.04,Thomas Frank,permanent,1.0
2025/26,2026-02-07,Tottenham,Man United,Away,0,2,0,0.59,2.17,Thomas Frank,permanent,0.7
2025/26,2026-02-10,Tottenham,Newcastle,Home,1,2,0,1.69,2.47,Thomas Frank,permanent,0.7
2025/26,2026-02-22,Tottenham,Arsenal,Home,1,4,0,0.38,3.32,Igor Tudor,permanent,0.7
2025/26,2026-03-01,Tottenham,Fulham,Away,1,2,0,0.95,2.32,Igor Tudor,permanent,0.4
2025/26,2026-03-05,Tottenham,Crystal Palace,Home,1,3,0,1.3,1.92,Igor Tudor,permanent,0.3
2025/26,2026-03-15,Tottenham,Liverpool,Away,1,1,1,1.16,1.3,Igor Tudor,permanent,0.3
2025/26,2026-03-22,Tottenham,Nott'm Forest,Home,0,3,0,1.62,1.54,Igor Tudor,permanent,0.3
2025/26,2026-04-12,Tottenham,Sunderland,Away,0,1,0,1.02,1.78,Roberto De Zerbi,permanent,0.3
2025/26,2026-04-18,Tottenham,Brighton,Home,2,2,1,1.56,1.14,Roberto De Zerbi,permanent,0.3
2025/26,2026-04-25,Tottenham,Wolves,Away,1,0,3,1.06,0.76,Roberto De Zerbi,permanent,0.5
2025/26,2026-05-03,Tottenham,Aston Villa,Away,2,1,3,1.12,0.61,Roberto De Zerbi,permanent,0.8
2025/26,2026-05-11,Tottenham,Leeds,Home,1,1,1,1.49,1.87,Roberto De Zerbi,permanent,0.9
2025/26,2026-05-19,Tottenham,Chelsea,Away,1,2,0,2.15,1.09,Roberto De Zerbi,permanent,0.9
2025/26,2026-05-24,Tottenham,Everton,Home,1,0,3,1.41,0.27,Roberto De Zerbi,permanent,1.2
2015/16,2015-08-08,Watford,Everton,Away,2,2,1,0.56,0.6,Quique Sánchez Flores,first spell in data,
2015/16,2015-08-15,Watford,West Brom,Home,0,0,1,0.76,0.68,Quique Sánchez Flores,first spell in data,
2015/16,2015-08-23,Watford,Southampton,Home,0,0,1,1.18,0.68,Quique Sánchez Flores,first spell in data,
2015/16,2015-08-29,Watford,Man City,Away,0,2,0,0.36,1.53,Quique Sánchez Flores,first spell in data,
2015/16,2015-09-12,Watford,Swansea,Home,1,0,3,1.57,0.5,Quique Sánchez Flores,first spell in data,
2015/16,2015-09-19,Watford,Newcastle,Away,2,1,3,1.34,1.15,Quique Sánchez Flores,first spell in data,
2015/16,2015-09-27,Watford,Crystal Palace,Home,0,1,0,0.69,2.34,Quique Sánchez Flores,first spell in data,
2015/16,2015-10-03,Watford,Bournemouth,Away,1,1,1,0.91,1.5,Quique Sánchez Flores,first spell in data,
2015/16,2015-10-17,Watford,Arsenal,Home,0,3,0,0.25,2.69,Quique Sánchez Flores,first spell in data,
2015/16,2015-10-24,Watford,Stoke,Away,2,0,3,1.04,0.85,Quique Sánchez Flores,first spell in data,1.3
2015/16,2015-10-31,Watford,West Ham,Home,2,0,3,1.62,0.61,Quique Sánchez Flores,first spell in data,1.5
2015/16,2015-11-07,Watford,Leicester,Away,1,2,0,1.01,1.56,Quique Sánchez Flores,first spell in data,1.4
2015/16,2015-11-21,Watford,Man United,Home,1,2,0,1.47,1.3,Quique Sánchez Flores,first spell in data,1.3
2015/16,2015-11-28,Watford,Aston Villa,Away,3,2,3,1.45,1.49,Quique Sánchez Flores,first spell in data,1.6
2015/16,2015-12-05,Watford,Norwich,Home,2,0,3,2.07,0.31,Quique Sánchez Flores,first spell in data,1.6
2015/16,2015-12-12,Watford,Sunderland,Away,1,0,3,2.06,0.88,Quique Sánchez Flores,first spell in data,1.6
2015/16,2015-12-20,Watford,Liverpool,Home,3,0,3,1.99,0.38,Quique Sánchez Flores,first spell in data,1.9
2015/16,2015-12-26,Watford,Chelsea,Away,2,2,1,1.67,2.09,Quique Sánchez Flores,first spell in data,1.9
2015/16,2015-12-28,Watford,Tottenham,Home,1,2,0,1.13,0.53,Quique Sánchez Flores,first spell in data,1.9
2015/16,2016-01-02,Watford,Man City,Home,1,2,0,0.99,0.69,Quique Sánchez Flores,first spell in data,1.6
2015/16,2016-01-13,Watford,Southampton,Away,0,2,0,0.12,1.72,Quique Sánchez Flores,first spell in data,1.3
2015/16,2016-01-18,Watford,Swansea,Away,0,1,0,0.53,0.47,Quique Sánchez Flores,first spell in data,1.3
2015/16,2016-01-23,Watford,Newcastle,Home,2,1,3,2.59,1.29,Quique Sánchez Flores,first spell in data,1.6
2015/16,2016-02-03,Watford,Chelsea,Home,0,0,1,0.53,1.14,Quique Sánchez Flores,first spell in data,1.4
2015/16,2016-02-06,Watford,Tottenham,Away,0,1,0,0.15,2.0,Quique Sánchez Flores,first spell in data,1.1
2015/16,2016-02-13,Watford,Crystal Palace,Away,2,1,3,2.0,0.98,Quique Sánchez Flores,first spell in data,1.1
2015/16,2016-02-27,Watford,Bournemouth,Home,0,0,1,1.0,0.96,Quique Sánchez Flores,first spell in data,0.9
2015/16,2016-03-02,Watford,Man United,Away,0,1,0,2.16,0.79,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-03-05,Watford,Leicester,Home,0,1,0,0.83,1.47,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-03-19,Watford,Stoke,Home,1,2,0,0.88,1.58,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-04-02,Watford,Arsenal,Away,0,4,0,0.29,3.01,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-04-09,Watford,Everton,Home,1,1,1,0.41,1.6,Quique Sánchez Flores,first spell in data,0.9
2015/16,2016-04-16,Watford,West Brom,Away,1,0,3,0.36,2.29,Quique Sánchez Flores,first spell in data,0.9
2015/16,2016-04-20,Watford,West Ham,Away,1,3,0,1.22,3.96,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-04-30,Watford,Aston Villa,Home,3,2,3,1.36,0.49,Quique Sánchez Flores,first spell in data,1.1
2015/16,2016-05-08,Watford,Liverpool,Away,0,2,0,0.93,2.39,Quique Sánchez Flores,first spell in data,0.8
2015/16,2016-05-11,Watford,Norwich,Away,2,4,0,1.77,2.42,Quique Sánchez Flores,first spell in data,0.7
2015/16,2016-05-15,Watford,Sunderland,Home,2,2,1,1.95,0.91,Quique Sánchez Flores,first spell in data,0.8
2016/17,2016-08-13,Watford,Southampton,Away,1,1,1,0.18,0.94,Walter Mazzarri,permanent,0.9
2016/17,2016-08-20,Watford,Chelsea,Home,1,2,0,0.8,1.76,Walter Mazzarri,permanent,0.9
2016/17,2016-08-27,Watford,Arsenal,Home,1,3,0,1.08,2.03,Walter Mazzarri,permanent,0.9
2016/17,2016-09-10,Watford,West Ham,Away,4,2,3,1.85,1.32,Walter Mazzarri,permanent,1.1
2016/17,2016-09-18,Watford,Man United,Home,3,1,3,1.75,1.41,Walter Mazzarri,permanent,1.1
2016/17,2016-09-26,Watford,Burnley,Away,0,2,0,0.78,0.57,Walter Mazzarri,permanent,1.1
2016/17,2016-10-01,Watford,Bournemouth,Home,2,2,1,1.23,1.35,Walter Mazzarri,permanent,0.9
2016/17,2016-10-16,Watford,Middlesbrough,Away,1,0,3,0.09,0.53,Walter Mazzarri,permanent,1.2
2016/17,2016-10-22,Watford,Swansea,Away,0,0,1,0.48,1.33,Walter Mazzarri,permanent,1.3
2016/17,2016-10-29,Watford,Hull,Home,1,0,3,1.15,0.25,Walter Mazzarri,permanent,1.5
2016/17,2016-11-06,Watford,Liverpool,Away,1,6,0,0.77,4.18,Walter Mazzarri,permanent,1.4
2016/17,2016-11-19,Watford,Leicester,Home,2,1,3,0.72,1.2,Walter Mazzarri,permanent,1.7
2016/17,2016-11-27,Watford,Stoke,Home,0,1,0,0.54,0.7,Walter Mazzarri,permanent,1.7
2016/17,2016-12-03,Watford,West Brom,Away,1,3,0,1.48,1.18,Walter Mazzarri,permanent,1.4
2016/17,2016-12-10,Watford,Everton,Home,3,2,3,1.49,1.1,Walter Mazzarri,permanent,1.4
2016/17,2016-12-14,Watford,Man City,Away,0,2,0,0.5,1.62,Walter Mazzarri,permanent,1.4
2016/17,2016-12-17,Watford,Sunderland,Away,0,1,0,1.08,1.14,Walter Mazzarri,permanent,1.3
2016/17,2016-12-26,Watford,Crystal Palace,Home,1,1,1,0.96,1.54,Walter Mazzarri,permanent,1.1
2016/17,2017-01-01,Watford,Tottenham,Home,1,4,0,1.26,3.07,Walter Mazzarri,permanent,1.0
2016/17,2017-01-03,Watford,Stoke,Away,0,2,0,0.51,1.85,Walter Mazzarri,permanent,0.7
2016/17,2017-01-14,Watford,Middlesbrough,Home,0,0,1,0.84,0.33,Walter Mazzarri,permanent,0.8
2016/17,2017-01-21,Watford,Bournemouth,Away,2,2,1,1.09,1.15,Walter Mazzarri,permanent,0.6
2016/17,2017-01-31,Watford,Arsenal,Away,2,1,3,0.92,1.08,Walter Mazzarri,permanent,0.9
2016/17,2017-02-04,Watford,Burnley,Home,2,1,3,1.66,1.48,Walter Mazzarri,permanent,1.2
2016/17,2017-02-11,Watford,Man United,Away,0,2,0,0.64,2.63,Walter Mazzarri,permanent,0.9
2016/17,2017-02-25,Watford,West Ham,Home,1,1,1,1.21,1.48,Walter Mazzarri,permanent,1.0
2016/17,2017-03-04,Watford,Southampton,Home,3,4,0,1.4,1.34,Walter Mazzarri,permanent,1.0
2016/17,2017-03-18,Watford,Crystal Palace,Away,0,1,0,0.19,0.38,Walter Mazzarri,permanent,0.9
2016/17,2017-04-01,Watford,Sunderland,Home,1,0,3,1.96,0.35,Walter Mazzarri,permanent,1.2
2016/17,2017-04-04,Watford,West Brom,Home,2,0,3,0.69,1.48,Walter Mazzarri,permanent,1.5
2016/17,2017-04-08,Watford,Tottenham,Away,0,4,0,0.37,1.19,Walter Mazzarri,permanent,1.4
2016/17,2017-04-15,Watford,Swansea,Home,1,0,3,1.22,0.64,Walter Mazzarri,permanent,1.6
2016/17,2017-04-22,Watford,Hull,Away,0,2,0,1.16,1.42,Walter Mazzarri,permanent,1.3
2016/17,2017-05-01,Watford,Liverpool,Home,0,1,0,0.44,0.56,Walter Mazzarri,permanent,1.0
2016/17,2017-05-06,Watford,Leicester,Away,0,3,0,0.51,1.01,Walter Mazzarri,permanent,1.0
2016/17,2017-05-12,Watford,Everton,Away,0,1,0,1.55,1.13,Walter Mazzarri,permanent,0.9
2016/17,2017-05-15,Watford,Chelsea,Away,3,4,0,0.88,2.65,Walter Mazzarri,permanent,0.9
2016/17,2017-05-21,Watford,Man City,Home,0,5,0,0.83,3.27,Walter Mazzarri,permanent,0.9
2017/18,2017-08-12,Watford,Liverpool,Home,3,3,1,2.18,2.62,Marco Silva,permanent,0.7
2017/18,2017-08-19,Watford,Bournemouth,Away,2,0,3,2.18,0.77,Marco Silva,permanent,0.7
2017/18,2017-08-26,Watford,Brighton,Home,0,0,1,0.28,0.95,Marco Silva,permanent,0.8
2017/18,2017-09-09,Watford,Southampton,Away,2,0,3,0.58,0.33,Marco Silva,permanent,0.8
2017/18,2017-09-16,Watford,Man City,Home,0,6,0,0.8,3.99,Marco Silva,permanent,0.8
2017/18,2017-09-23,Watford,Swansea,Away,2,1,3,1.26,1.51,Marco Silva,permanent,1.1
2017/18,2017-09-30,Watford,West Brom,Away,2,2,1,1.62,1.94,Marco Silva,permanent,1.2
2017/18,2017-10-14,Watford,Arsenal,Home,2,1,3,1.63,0.99,Marco Silva,permanent,1.5
2017/18,2017-10-21,Watford,Chelsea,Away,2,4,0,1.8,1.78,Marco Silva,permanent,1.5
2017/18,2017-10-28,Watford,Stoke,Home,0,1,0,1.13,0.78,Marco Silva,permanent,1.5
2017/18,2017-11-05,Watford,Everton,Away,2,3,0,2.06,2.58,Marco Silva,permanent,1.4
2017/18,2017-11-19,Watford,West Ham,Home,2,0,3,1.25,1.43,Marco Silva,permanent,1.4
2017/18,2017-11-25,Watford,Newcastle,Away,3,0,3,2.06,0.86,Marco Silva,permanent,1.6
2017/18,2017-11-28,Watford,Man United,Home,2,4,0,1.29,1.63,Marco Silva,permanent,1.3
2017/18,2017-12-02,Watford,Tottenham,Home,1,1,1,0.35,0.79,Marco Silva,permanent,1.4
2017/18,2017-12-09,Watford,Burnley,Away,0,1,0,0.82,0.49,Marco Silva,permanent,1.1
2017/18,2017-12-12,Watford,Crystal Palace,Away,1,2,0,1.4,1.11,Marco Silva,permanent,1.0
2017/18,2017-12-16,Watford,Huddersfield,Home,1,4,0,0.59,3.49,Marco Silva,permanent,0.7
2017/18,2017-12-23,Watford,Brighton,Away,0,1,0,1.3,1.4,Marco Silva,permanent,0.7
2017/18,2017-12-26,Watford,Leicester,Home,2,1,3,1.43,1.55,Marco Silva,permanent,1.0
2017/18,2017-12-30,Watford,Swansea,Home,1,2,0,1.18,1.31,Marco Silva,permanent,1.0
2017/18,2018-01-02,Watford,Man City,Away,1,3,0,0.97,2.77,Marco Silva,permanent,0.7
2017/18,2018-01-13,Watford,Southampton,Home,2,2,1,1.67,0.86,Marco Silva,permanent,0.5
2017/18,2018-01-20,Watford,Leicester,Away,0,2,0,0.74,1.52,Marco Silva,permanent,0.5
2017/18,2018-01-31,Watford,Stoke,Away,0,0,1,0.74,0.72,Javi Gracia,permanent,0.5
2017/18,2018-02-05,Watford,Chelsea,Home,4,1,3,2.13,0.57,Javi Gracia,permanent,0.8
2017/18,2018-02-10,Watford,West Ham,Away,0,2,0,0.8,1.83,Javi Gracia,permanent,0.8
2017/18,2018-02-24,Watford,Everton,Home,1,0,3,0.61,0.67,Javi Gracia,permanent,1.1
2017/18,2018-03-03,Watford,West Brom,Home,1,0,3,1.24,1.09,Javi Gracia,permanent,1.4
2017/18,2018-03-11,Watford,Arsenal,Away,0,3,0,1.55,2.38,Javi Gracia,permanent,1.1
2017/18,2018-03-17,Watford,Liverpool,Away,0,5,0,0.35,1.81,Javi Gracia,permanent,1.1
2017/18,2018-03-31,Watford,Bournemouth,Home,2,2,1,0.76,2.11,Javi Gracia,permanent,1.2
2017/18,2018-04-07,Watford,Burnley,Home,1,2,0,1.37,1.38,Javi Gracia,permanent,1.1
2017/18,2018-04-14,Watford,Huddersfield,Away,0,1,0,0.31,0.93,Javi Gracia,permanent,1.1
2017/18,2018-04-21,Watford,Crystal Palace,Home,0,0,1,0.59,0.18,Javi Gracia,permanent,1.1
2017/18,2018-04-30,Watford,Tottenham,Away,0,2,0,1.37,1.77,Javi Gracia,permanent,0.8
2017/18,2018-05-05,Watford,Newcastle,Home,2,1,3,2.81,0.61,Javi Gracia,permanent,1.1
2017/18,2018-05-13,Watford,Man United,Away,0,1,0,0.65,0.46,Javi Gracia,permanent,0.8
2018/19,2018-08-11,Watford,Brighton,Home,2,0,3,1.42,0.46,Javi Gracia,permanent,0.8
2018/19,2018-08-19,Watford,Burnley,Away,3,1,3,1.92,0.39,Javi Gracia,permanent,1.1
2018/19,2018-08-26,Watford,Crystal Palace,Home,2,1,3,1.15,1.22,Javi Gracia,permanent,1.4
2018/19,2018-09-02,Watford,Tottenham,Home,2,1,3,0.45,0.58,Javi Gracia,permanent,1.6
2018/19,2018-09-15,Watford,Man United,Home,1,2,0,1.18,1.65,Javi Gracia,permanent,1.6
2018/19,2018-09-22,Watford,Fulham,Away,1,1,1,1.76,1.77,Javi Gracia,permanent,1.7
2018/19,2018-09-29,Watford,Arsenal,Away,0,2,0,2.62,1.57,Javi Gracia,permanent,1.6
2018/19,2018-10-06,Watford,Bournemouth,Home,0,4,0,1.07,3.28,Javi Gracia,permanent,1.6
2018/19,2018-10-20,Watford,Wolves,Away,2,0,3,1.07,0.47,Javi Gracia,permanent,1.6
2018/19,2018-10-27,Watford,Huddersfield,Home,3,0,3,2.3,0.48,Javi Gracia,permanent,1.9
2018/19,2018-11-03,Watford,Newcastle,Away,0,1,0,2.55,0.69,Javi Gracia,permanent,1.6
2018/19,2018-11-10,Watford,Southampton,Away,1,1,1,1.08,1.2,Javi Gracia,permanent,1.4
2018/19,2018-11-24,Watford,Liverpool,Home,0,3,0,0.67,1.45,Javi Gracia,permanent,1.1
2018/19,2018-12-01,Watford,Leicester,Away,0,2,0,1.2,1.42,Javi Gracia,permanent,0.8
2018/19,2018-12-04,Watford,Man City,Home,1,2,0,1.67,2.52,Javi Gracia,permanent,0.8
2018/19,2018-12-10,Watford,Everton,Away,2,2,1,1.63,1.73,Javi Gracia,permanent,0.8
2018/19,2018-12-15,Watford,Cardiff,Home,3,2,3,1.65,0.49,Javi Gracia,permanent,1.1
2018/19,2018-12-22,Watford,West Ham,Away,2,0,3,2.33,2.07,Javi Gracia,permanent,1.4
2018/19,2018-12-26,Watford,Chelsea,Home,1,2,0,1.24,2.2,Javi Gracia,permanent,1.1
2018/19,2018-12-29,Watford,Newcastle,Home,1,1,1,1.06,0.66,Javi Gracia,permanent,0.9
2018/19,2019-01-02,Watford,Bournemouth,Away,3,3,1,0.98,2.85,Javi Gracia,permanent,1.0
2018/19,2019-01-12,Watford,Crystal Palace,Away,2,1,3,1.56,1.16,Javi Gracia,permanent,1.2
2018/19,2019-01-19,Watford,Burnley,Home,0,0,1,1.07,1.97,Javi Gracia,permanent,1.3
2018/19,2019-01-30,Watford,Tottenham,Away,1,2,0,0.48,1.36,Javi Gracia,permanent,1.3
2018/19,2019-02-02,Watford,Brighton,Away,0,0,1,0.28,1.84,Javi Gracia,permanent,1.4
2018/19,2019-02-09,Watford,Everton,Home,1,0,3,1.53,0.64,Javi Gracia,permanent,1.6
2018/19,2019-02-22,Watford,Cardiff,Away,5,1,3,2.76,1.9,Javi Gracia,permanent,1.6
2018/19,2019-02-27,Watford,Liverpool,Away,0,5,0,0.63,2.74,Javi Gracia,permanent,1.3
2018/19,2019-03-03,Watford,Leicester,Home,2,1,3,1.37,0.79,Javi Gracia,permanent,1.6
2018/19,2019-03-09,Watford,Man City,Away,1,3,0,0.41,3.76,Javi Gracia,permanent,1.5
2018/19,2019-03-30,Watford,Man United,Away,1,2,0,1.35,1.98,Javi Gracia,permanent,1.4
2018/19,2019-04-02,Watford,Fulham,Home,4,1,3,1.59,1.91,Javi Gracia,permanent,1.4
2018/19,2019-04-15,Watford,Arsenal,Home,0,1,0,1.13,2.27,Javi Gracia,permanent,1.3
2018/19,2019-04-20,Watford,Huddersfield,Away,2,1,3,1.08,1.09,Javi Gracia,permanent,1.6
2018/19,2019-04-23,Watford,Southampton,Home,1,1,1,1.27,2.12,Javi Gracia,permanent,1.6
2018/19,2019-04-27,Watford,Wolves,Home,1,2,0,0.9,2.44,Javi Gracia,permanent,1.3
2018/19,2019-05-05,Watford,Chelsea,Away,0,3,0,1.27,2.96,Javi Gracia,permanent,1.0
2018/19,2019-05-12,Watford,West Ham,Home,1,4,0,2.07,3.2,Javi Gracia,permanent,1.0
2019/20,2019-08-10,Watford,Brighton,Home,0,3,0,0.67,0.86,Javi Gracia,permanent,0.7
2019/20,2019-08-17,Watford,Everton,Away,0,1,0,1.17,0.83,Javi Gracia,permanent,0.7
2019/20,2019-08-24,Watford,West Ham,Home,1,3,0,2.29,3.46,Javi Gracia,permanent,0.7
2019/20,2019-08-31,Watford,Newcastle,Away,1,1,1,1.11,1.04,Javi Gracia,permanent,0.5
2019/20,2019-09-15,Watford,Arsenal,Home,2,2,1,2.83,1.01,Quique Sánchez Flores,permanent,0.6
2019/20,2019-09-21,Watford,Man City,Away,0,8,0,0.34,6.63,Quique Sánchez Flores,permanent,0.3
2019/20,2019-09-28,Watford,Wolves,Away,0,2,0,1.07,1.16,Quique Sánchez Flores,permanent,0.2
2019/20,2019-10-05,Watford,Sheffield United,Home,0,0,1,1.44,0.35,Quique Sánchez Flores,permanent,0.3
2019/20,2019-10-19,Watford,Tottenham,Away,1,1,1,0.85,0.89,Quique Sánchez Flores,permanent,0.4
2019/20,2019-10-26,Watford,Bournemouth,Home,0,0,1,0.67,0.9,Quique Sánchez Flores,permanent,0.5
2019/20,2019-11-02,Watford,Chelsea,Home,1,2,0,1.47,2.18,Quique Sánchez Flores,permanent,0.5
2019/20,2019-11-08,Watford,Norwich,Away,2,0,3,1.36,0.62,Quique Sánchez Flores,permanent,0.8
2019/20,2019-11-23,Watford,Burnley,Home,0,3,0,0.9,2.66,Quique Sánchez Flores,permanent,0.8
2019/20,2019-11-30,Watford,Southampton,Away,1,2,0,0.5,1.97,Quique Sánchez Flores,permanent,0.7
2019/20,2019-12-04,Watford,Leicester,Away,0,2,0,0.2,2.29,Hayden Mullins,caretaker,0.6
2019/20,2019-12-07,Watford,Crystal Palace,Home,0,0,1,1.57,0.21,Hayden Mullins,caretaker,0.7
2019/20,2019-12-14,Watford,Liverpool,Away,0,2,0,1.01,1.57,Nigel Pearson,permanent,0.7
2019/20,2019-12-22,Watford,Man United,Home,2,0,3,1.59,1.53,Nigel Pearson,permanent,0.9
2019/20,2019-12-26,Watford,Sheffield United,Away,1,1,1,0.6,2.04,Nigel Pearson,permanent,0.9
2019/20,2019-12-28,Watford,Aston Villa,Home,3,0,3,3.25,0.61,Nigel Pearson,permanent,1.1
2019/20,2020-01-01,Watford,Wolves,Home,2,1,3,1.07,1.23,Nigel Pearson,permanent,1.4
2019/20,2020-01-12,Watford,Bournemouth,Away,3,0,3,2.3,0.32,Nigel Pearson,permanent,1.4
2019/20,2020-01-18,Watford,Tottenham,Home,0,0,1,2.39,1.77,Nigel Pearson,permanent,1.5
2019/20,2020-01-21,Watford,Aston Villa,Away,1,2,0,1.81,1.07,Nigel Pearson,permanent,1.5
2019/20,2020-02-01,Watford,Everton,Home,2,3,0,0.92,2.7,Nigel Pearson,permanent,1.5
2019/20,2020-02-08,Watford,Brighton,Away,1,1,1,0.28,0.76,Nigel Pearson,permanent,1.5
2019/20,2020-02-23,Watford,Man United,Away,0,3,0,0.29,2.5,Nigel Pearson,permanent,1.5
2019/20,2020-02-29,Watford,Liverpool,Home,3,0,3,2.71,0.21,Nigel Pearson,permanent,1.5
