season,date,team,opponent,venue,goals_for,goals_against,points,xg_for,xg_against,head_coach,appointment_type,rolling_ppg_10
2019/20,2020-03-07,Watford,Crystal Palace,Away,0,1,0,0.45,0.86,Nigel Pearson,permanent,1.4
2019/20,2020-06-20,Watford,Leicester,Home,1,1,1,1.01,1.05,Nigel Pearson,permanent,1.2
2019/20,2020-06-25,Watford,Burnley,Away,0,1,0,0.5,0.96,Nigel Pearson,permanent,0.9
2019/20,2020-06-28,Watford,Southampton,Home,1,3,0,0.37,1.34,Nigel Pearson,permanent,0.6
2019/20,2020-07-04,Watford,Chelsea,Away,0,3,0,0.61,2.79,Nigel Pearson,permanent,0.5
2019/20,2020-07-07,Watford,Norwich,Home,2,1,3,0.73,1.13,Nigel Pearson,permanent,0.8
2019/20,2020-07-11,Watford,Newcastle,Home,2,1,3,3.13,1.49,Nigel Pearson,permanent,1.1
2019/20,2020-07-17,Watford,West Ham,Away,1,3,0,1.03,0.83,Nigel Pearson,permanent,1.0
2019/20,2020-07-21,Watford,Man City,Home,0,4,0,0.13,3.74,Hayden Mullins,caretaker,1.0
2019/20,2020-07-26,Watford,Arsenal,Away,2,3,0,3.92,1.95,Hayden Mullins,caretaker,0.7
2021/22,2021-08-14,Watford,Aston Villa,Home,3,2,3,1.35,1.14,Xisco Muñoz,caretaker,1.0
2021/22,2021-08-21,Watford,Brighton,Away,0,2,0,0.41,1.78,Xisco Muñoz,caretaker,0.9
2021/22,2021-08-29,Watford,Tottenham,Away,0,1,0,0.6,0.92,Xisco Muñoz,caretaker,0.9
2021/22,2021-09-11,Watford,Wolves,Home,0,2,0,0.19,2.56,Xisco Muñoz,caretaker,0.9
2021/22,2021-09-18,Watford,Norwich,Away,3,1,3,2.42,0.78,Xisco Muñoz,caretaker,1.2
2021/22,2021-09-25,Watford,Newcastle,Home,1,1,1,0.9,2.52,Xisco Muñoz,caretaker,1.0
2021/22,2021-10-02,Watford,Leeds,Away,0,1,0,0.19,1.57,Xisco Muñoz,caretaker,0.7
2021/22,2021-10-16,Watford,Liverpool,Home,0,5,0,0.3,3.66,Claudio Ranieri,permanent,0.7
2021/22,2021-10-23,Watford,Everton,Away,5,2,3,3.1,1.84,Claudio Ranieri,permanent,1.0
2021/22,2021-10-30,Watford,Southampton,Home,0,1,0,0.85,1.91,Claudio Ranieri,permanent,1.0
2021/22,2021-11-07,Watford,Arsenal,Away,0,1,0,0.49,1.49,Claudio Ranieri,permanent,0.7
2021/22,2021-11-20,Watford,Man United,Home,4,1,3,2.73,1.67,Claudio Ranieri,permanent,1.0
2021/22,2021-11-28,Watford,Leicester,Away,2,4,0,2.38,2.16,Claudio Ranieri,permanent,1.0
2021/22,2021-12-01,Watford,Chelsea,Home,1,2,0,0.99,0.91,Claudio Ranieri,permanent,1.0
2021/22,2021-12-04,Watford,Man City,Home,1,3,0,0.68,4.03,Claudio Ranieri,permanent,0.7
2021/22,2021-12-10,Watford,Brentford,Away,1,2,0,0.56,1.83,Claudio Ranieri,permanent,0.6
2021/22,2021-12-28,Watford,West Ham,Home,1,4,0,1.01,2.84,Claudio Ranieri,permanent,0.6
2021/22,2022-01-01,Watford,Tottenham,Home,0,1,0,0.3,1.94,Claudio Ranieri,permanent,0.6
2021/22,2022-01-15,Watford,Newcastle,Away,1,1,1,1.5,1.04,Claudio Ranieri,permanent,0.4
2021/22,2022-01-21,Watford,Norwich,Home,0,3,0,1.31,0.93,Claudio Ranieri,permanent,0.4
2021/22,2022-02-05,Watford,Burnley,Away,0,0,1,0.93,0.77,Roy Hodgson,permanent,0.5
2021/22,2022-02-08,Watford,West Ham,Away,0,1,0,0.34,0.91,Roy Hodgson,permanent,0.2
2021/22,2022-02-12,Watford,Brighton,Home,0,2,0,0.53,1.8,Roy Hodgson,permanent,0.2
2021/22,2022-02-19,Watford,Aston Villa,Away,1,0,3,1.82,1.03,Roy Hodgson,permanent,0.5
2021/22,2022-02-23,Watford,Crystal Palace,Home,1,4,0,1.72,0.82,Roy Hodgson,permanent,0.5
2021/22,2022-02-26,Watford,Man United,Away,0,0,1,0.44,2.41,Roy Hodgson,permanent,0.6
2021/22,2022-03-06,Watford,Arsenal,Home,2,3,0,1.3,1.0,Roy Hodgson,permanent,0.6
2021/22,2022-03-10,Watford,Wolves,Away,0,4,0,0.5,1.55,Roy Hodgson,permanent,0.6
2021/22,2022-03-13,Watford,Southampton,Away,2,1,3,1.29,1.26,Roy Hodgson,permanent,0.8
2021/22,2022-04-02,Watford,Liverpool,Away,0,2,0,0.75,2.24,Roy Hodgson,permanent,0.8
2021/22,2022-04-09,Watford,Leeds,Home,0,3,0,1.07,0.9,Roy Hodgson,permanent,0.7
2021/22,2022-04-16,Watford,Brentford,Home,1,2,0,1.5,2.12,Roy Hodgson,permanent,0.7
2021/22,2022-04-23,Watford,Man City,Away,1,5,0,0.43,3.68,Roy Hodgson,permanent,0.7
2021/22,2022-04-30,Watford,Burnley,Home,1,2,0,0.79,1.37,Roy Hodgson,permanent,0.4
2021/22,2022-05-07,Watford,Crystal Palace,Away,0,1,0,0.26,2.49,Roy Hodgson,permanent,0.4
2021/22,2022-05-11,Watford,Everton,Home,0,0,1,0.23,0.81,Roy Hodgson,permanent,0.4
2021/22,2022-05-15,Watford,Leicester,Home,1,5,0,2.59,2.27,Roy Hodgson,permanent,0.4
2021/22,2022-05-22,Watford,Chelsea,Away,1,2,0,0.58,2.59,Roy Hodgson,permanent,0.4
2014/15,2014-08-16,West Brom,Sunderland,Home,2,2,1,1.68,0.99,Alan Irvine,first spell in data,
2014/15,2014-08-23,West Brom,Southampton,Away,0,0,1,0.67,0.67,Alan Irvine,first spell in data,
2014/15,2014-08-30,West Brom,Swansea,Away,0,3,0,0.7,2.03,Alan Irvine,first spell in data,
2014/15,2014-09-13,West Brom,Everton,Home,0,2,0,0.6,0.81,Alan Irvine,first spell in data,
2014/15,2014-09-21,West Brom,Tottenham,Away,1,0,3,1.08,0.44,Alan Irvine,first spell in data,
2014/15,2014-09-28,West Brom,Burnley,Home,4,0,3,1.81,0.47,Alan Irvine,first spell in data,
2014/15,2014-10-04,West Brom,Liverpool,Away,1,2,0,1.44,1.56,Alan Irvine,first spell in data,
2014/15,2014-10-20,West Brom,Man United,Home,2,2,1,0.62,0.93,Alan Irvine,first spell in data,
2014/15,2014-10-25,West Brom,Crystal Palace,Home,2,2,1,1.46,1.77,Alan Irvine,first spell in data,
2014/15,2014-11-01,West Brom,Leicester,Away,1,0,3,0.56,1.41,Alan Irvine,first spell in data,1.3
2014/15,2014-11-09,West Brom,Newcastle,Home,0,2,0,0.77,0.69,Alan Irvine,first spell in data,1.2
2014/15,2014-11-22,West Brom,Chelsea,Away,0,2,0,0.09,4.37,Alan Irvine,first spell in data,1.1
2014/15,2014-11-29,West Brom,Arsenal,Home,0,1,0,0.32,1.06,Alan Irvine,first spell in data,1.1
2014/15,2014-12-02,West Brom,West Ham,Home,1,2,0,1.41,1.24,Alan Irvine,first spell in data,1.1
2014/15,2014-12-06,West Brom,Hull,Away,0,0,1,1.06,0.59,Alan Irvine,first spell in data,0.9
2014/15,2014-12-13,West Brom,Aston Villa,Home,1,0,3,1.44,0.27,Alan Irvine,first spell in data,0.9
2014/15,2014-12-20,West Brom,QPR,Away,2,3,0,1.3,2.93,Alan Irvine,first spell in data,0.9
2014/15,2014-12-26,West Brom,Man City,Home,1,3,0,2.64,2.1,Alan Irvine,first spell in data,0.8
2014/15,2014-12-28,West Brom,Stoke,Away,0,2,0,1.36,1.25,Alan Irvine,first spell in data,0.7
2014/15,2015-01-01,West Brom,West Ham,Away,1,1,1,1.12,1.14,Rob Kelly,caretaker,0.5
2014/15,2015-01-10,West Brom,Hull,Home,1,0,3,0.78,0.4,Tony Pulis,permanent,0.8
2014/15,2015-01-19,West Brom,Everton,Away,0,0,1,0.2,1.49,Tony Pulis,permanent,0.9
2014/15,2015-01-31,West Brom,Tottenham,Home,0,3,0,0.81,1.34,Tony Pulis,permanent,0.9
2014/15,2015-02-08,West Brom,Burnley,Away,2,2,1,2.55,1.1,Tony Pulis,permanent,1.0
2014/15,2015-02-11,West Brom,Swansea,Home,2,0,3,0.69,0.44,Tony Pulis,permanent,1.2
2014/15,2015-02-21,West Brom,Sunderland,Away,0,0,1,0.11,0.7,Tony Pulis,permanent,1.0
2014/15,2015-02-28,West Brom,Southampton,Home,1,0,3,1.09,0.58,Tony Pulis,permanent,1.3
2014/15,2015-03-03,West Brom,Aston Villa,Away,1,2,0,0.91,1.92,Tony Pulis,permanent,1.3
2014/15,2015-03-14,West Brom,Stoke,Home,1,0,3,0.96,0.2,Tony Pulis,permanent,1.6
2014/15,2015-03-21,West Brom,Man City,Away,0,3,0,0.78,4.91,Tony Pulis,permanent,1.5
2014/15,2015-04-04,West Brom,QPR,Home,1,4,0,2.13,1.21,Tony Pulis,permanent,1.2
2014/15,2015-04-11,West Brom,Leicester,Home,2,3,0,0.97,1.69,Tony Pulis,permanent,1.1
2014/15,2015-04-18,West Brom,Crystal Palace,Away,2,0,3,0.7,2.06,Tony Pulis,permanent,1.4
2014/15,2015-04-25,West Brom,Liverpool,Home,0,0,1,0.51,1.41,Tony Pulis,permanent,1.4
2014/15,2015-05-02,West Brom,Man United,Away,1,0,3,0.32,2.11,Tony Pulis,permanent,1.4
2014/15,2015-05-09,West Brom,Newcastle,Away,1,1,1,1.21,1.24,Tony Pulis,permanent,1.4
2014/15,2015-05-18,West Brom,Chelsea,Home,3,0,3,1.23,1.08,Tony Pulis,permanent,1.4
2014/15,2015-05-24,West Brom,Arsenal,Away,1,4,0,0.57,3.17,Tony Pulis,permanent,1.4
2015/16,2015-08-10,West Brom,Man City,Home,0,3,0,0.44,1.92,Tony Pulis,permanent,1.1
2015/16,2015-08-15,West Brom,Watford,Away,0,0,1,0.68,0.76,Tony Pulis,permanent,1.2
2015/16,2015-08-23,West Brom,Chelsea,Home,2,3,0,1.43,2.03,Tony Pulis,permanent,1.2
2015/16,2015-08-29,West Brom,Stoke,Away,1,0,3,0.88,1.22,Tony Pulis,permanent,1.5
2015/16,2015-09-12,West Brom,Southampton,Home,0,0,1,0.41,1.01,Tony Pulis,permanent,1.3
2015/16,2015-09-19,West Brom,Aston Villa,Away,1,0,3,0.63,0.88,Tony Pulis,permanent,1.5
2015/16,2015-09-28,West Brom,Everton,Home,2,3,0,1.28,2.3,Tony Pulis,permanent,1.2
2015/16,2015-10-03,West Brom,Crystal Palace,Away,0,2,0,0.26,1.99,Tony Pulis,permanent,1.1
2015/16,2015-10-17,West Brom,Sunderland,Home,1,0,3,2.08,0.66,Tony Pulis,permanent,1.1
2015/16,2015-10-24,West Brom,Norwich,Away,1,0,3,1.45,1.03,Tony Pulis,permanent,1.4
2015/16,2015-10-31,West Brom,Leicester,Home,2,3,0,1.5,2.23,Tony Pulis,permanent,1.4
2015/16,2015-11-07,West Brom,Man United,Away,0,2,0,0.59,1.28,Tony Pulis,permanent,1.3
2015/16,2015-11-21,West Brom,Arsenal,Home,2,1,3,0.33,2.09,Tony Pulis,permanent,1.6
2015/16,2015-11-29,West Brom,West Ham,Away,1,1,1,0.87,1.41,Tony Pulis,permanent,1.4
2015/16,2015-12-05,West Brom,Tottenham,Home,1,1,1,1.49,1.13,Tony Pulis,permanent,1.4
2015/16,2015-12-13,West Brom,Liverpool,Away,2,2,1,0.84,2.13,Tony Pulis,permanent,1.2
2015/16,2015-12-19,West Brom,Bournemouth,Home,1,2,0,0.7,1.89,Tony Pulis,permanent,1.2
2015/16,2015-12-26,West Brom,Swansea,Away,0,1,0,0.55,1.21,Tony Pulis,permanent,1.2
2015/16,2015-12-28,West Brom,Newcastle,Home,1,0,3,2.1,0.46,Tony Pulis,permanent,1.2
2015/16,2016-01-02,West Brom,Stoke,Home,2,1,3,1.72,0.92,Tony Pulis,permanent,1.2
2015/16,2016-01-13,West Brom,Chelsea,Away,2,2,1,0.7,1.39,Tony Pulis,permanent,1.3
2015/16,2016-01-16,West Brom,Southampton,Away,0,3,0,0.41,1.43,Tony Pulis,permanent,1.3
2015/16,2016-01-23,West Brom,Aston Villa,Home,0,0,1,0.23,0.56,Tony Pulis,permanent,1.1
2015/16,2016-02-02,West Brom,Swansea,Home,1,1,1,2.31,1.18,Tony Pulis,permanent,1.1
2015/16,2016-02-06,West Brom,Newcastle,Away,0,1,0,0.47,2.41,Tony Pulis,permanent,1.0
2015/16,2016-02-13,West Brom,Everton,Away,1,0,3,1.2,1.83,Tony Pulis,permanent,1.2
2015/16,2016-02-27,West Brom,Crystal Palace,Home,3,2,3,2.07,1.22,Tony Pulis,permanent,1.5
2015/16,2016-03-01,West Brom,Leicester,Away,2,2,1,1.29,3.05,Tony Pulis,permanent,1.6
2015/16,2016-03-06,West Brom,Man United,Home,1,0,3,0.57,0.42,Tony Pulis,permanent,1.6
2015/16,2016-03-19,West Brom,Norwich,Home,0,1,0,0.33,0.8,Tony Pulis,permanent,1.3
2015/16,2016-04-02,West Brom,Sunderland,Away,0,0,1,0.06,1.55,Tony Pulis,permanent,1.3
2015/16,2016-04-09,West Brom,Man City,Away,1,2,0,1.09,2.07,Tony Pulis,permanent,1.3
2015/16,2016-04-16,West Brom,Watford,Home,0,1,0,2.29,0.36,Tony Pulis,permanent,1.2
2015/16,2016-04-21,West Brom,Arsenal,Away,0,2,0,0.84,1.37,Tony Pulis,permanent,1.1
2015/16,2016-04-25,West Brom,Tottenham,Away,1,1,1,0.89,1.26,Tony Pulis,permanent,1.2
2015/16,2016-04-30,West Brom,West Ham,Home,0,3,0,1.53,1.27,Tony Pulis,permanent,0.9
2015/16,2016-05-07,West Brom,Bournemouth,Away,1,1,1,1.34,0.81,Tony Pulis,permanent,0.7
2015/16,2016-05-15,West Brom,Liverpool,Home,1,1,1,1.87,0.42,Tony Pulis,permanent,0.7
2016/17,2016-08-13,West Brom,Crystal Palace,Away,1,0,3,0.68,0.99,Tony Pulis,permanent,0.7
2016/17,2016-08-20,West Brom,Everton,Home,1,2,0,2.02,1.84,Tony Pulis,permanent,0.7
2016/17,2016-08-28,West Brom,Middlesbrough,Home,0,0,1,0.7,0.4,Tony Pulis,permanent,0.7
2016/17,2016-09-10,West Brom,Bournemouth,Away,0,1,0,1.48,0.99,Tony Pulis,permanent,0.7
2016/17,2016-09-17,West Brom,West Ham,Home,4,2,3,1.94,2.37,Tony Pulis,permanent,1.0
2016/17,2016-09-24,West Brom,Stoke,Away,1,1,1,0.27,0.98,Tony Pulis,permanent,1.1
2016/17,2016-10-01,West Brom,Sunderland,Away,1,1,1,0.88,1.19,Tony Pulis,permanent,1.1
2016/17,2016-10-15,West Brom,Tottenham,Home,1,1,1,1.3,1.32,Tony Pulis,permanent,1.2
2016/17,2016-10-22,West Brom,Liverpool,Away,1,2,0,0.69,2.3,Tony Pulis,permanent,1.1
2016/17,2016-10-29,West Brom,Man City,Home,0,4,0,0.6,2.48,Tony Pulis,permanent,1.0
2016/17,2016-11-06,West Brom,Leicester,Away,2,1,3,0.78,0.63,Tony Pulis,permanent,1.0
2016/17,2016-11-21,West Brom,Burnley,Home,4,0,3,1.41,0.57,Tony Pulis,permanent,1.3
2016/17,2016-11-26,West Brom,Hull,Away,1,1,1,1.4,0.42,Tony Pulis,permanent,1.3
2016/17,2016-12-03,West Brom,Watford,Home,3,1,3,1.18,1.48,Tony Pulis,permanent,1.6
2016/17,2016-12-11,West Brom,Chelsea,Away,0,1,0,0.21,0.55,Tony Pulis,permanent,1.3
2016/17,2016-12-14,West Brom,Swansea,Home,3,1,3,1.78,1.07,Tony Pulis,permanent,1.5
2016/17,2016-12-17,West Brom,Man United,Home,0,2,0,0.6,0.98,Tony Pulis,permanent,1.4
2016/17,2016-12-26,West Brom,Arsenal,Away,0,1,0,0.69,1.98,Tony Pulis,permanent,1.3
2016/17,2016-12-31,West Brom,Southampton,Away,2,1,3,0.67,0.37,Tony Pulis,permanent,1.6
2016/17,2017-01-02,West Brom,Hull,Home,3,1,3,0.88,0.99,Tony Pulis,permanent,1.9
2016/17,2017-01-14,West Brom,Tottenham,Away,0,4,0,0.17,2.65,Tony Pulis,permanent,1.6
2016/17,2017-01-21,West Brom,Sunderland,Home,2,0,3,1.33,0.44,Tony Pulis,permanent,1.6
2016/17,2017-01-31,West Brom,Middlesbrough,Away,1,1,1,1.25,1.18,Tony Pulis,permanent,1.6
2016/17,2017-02-04,West Brom,Stoke,Home,1,0,3,1.85,1.11,Tony Pulis,permanent,1.6
2016/17,2017-02-11,West Brom,West Ham,Away,2,2,1,0.77,1.18,Tony Pulis,permanent,1.7
2016/17,2017-02-25,West Brom,Bournemouth,Home,2,1,3,1.61,1.23,Tony Pulis,permanent,1.7
2016/17,2017-03-04,West Brom,Crystal Palace,Home,0,2,0,0.37,1.39,Tony Pulis,permanent,1.7
2016/17,2017-03-11,West Brom,Everton,Away,0,3,0,0.13,2.18,Tony Pulis,permanent,1.7
2016/17,2017-03-18,West Brom,Arsenal,Home,3,1,3,2.12,1.0,Tony Pulis,permanent,1.7
2016/17,2017-04-01,West Brom,Man United,Away,0,0,1,0.2,0.99,Tony Pulis,permanent,1.5
2016/17,2017-04-04,West Brom,Watford,Away,0,2,0,1.48,0.69,Tony Pulis,permanent,1.5
2016/17,2017-04-08,West Brom,Southampton,Home,0,1,0,2.02,0.91,Tony Pulis,permanent,1.2
2016/17,2017-04-16,West Brom,Liverpool,Home,0,1,0,0.59,1.3,Tony Pulis,permanent,1.1
2016/17,2017-04-29,West Brom,Leicester,Home,0,1,0,0.81,0.57,Tony Pulis,permanent,0.8
2016/17,2017-05-06,West Brom,Burnley,Away,2,2,1,0.83,1.09,Tony Pulis,permanent,0.8
2016/17,2017-05-12,West Brom,Chelsea,Home,0,1,0,0.53,1.77,Tony Pulis,permanent,0.5
2016/17,2017-05-16,West Brom,Man City,Away,1,3,0,0.39,2.58,Tony Pulis,permanent,0.5
2016/17,2017-05-21,West Brom,Swansea,Away,1,2,0,1.61,1.75,Tony Pulis,permanent,0.5
2017/18,2017-08-12,West Brom,Bournemouth,Home,1,0,3,1.18,0.38,Tony Pulis,permanent,0.5
2017/18,2017-08-19,West Brom,Burnley,Away,1,0,3,0.65,1.37,Tony Pulis,permanent,0.7
2017/18,2017-08-27,West Brom,Stoke,Home,1,1,1,0.88,0.98,Tony Pulis,permanent,0.8
2017/18,2017-09-09,West Brom,Brighton,Away,1,3,0,0.87,0.4,Tony Pulis,permanent,0.8
2017/18,2017-09-16,West Brom,West Ham,Home,0,0,1,0.78,0.27,Tony Pulis,permanent,0.9
2017/18,2017-09-25,West Brom,Arsenal,Away,0,2,0,0.77,2.39,Tony Pulis,permanent,0.9
2017/18,2017-09-30,West Brom,Watford,Home,2,2,1,1.94,1.62,Tony Pulis,permanent,0.9
2017/18,2017-10-16,West Brom,Leicester,Away,1,1,1,0.16,0.96,Tony Pulis,permanent,1.0
2017/18,2017-10-21,West Brom,Southampton,Away,0,1,0,0.5,2.02,Tony Pulis,permanent,1.0
2017/18,2017-10-28,West Brom,Man City,Home,2,3,0,1.12,2.77,Tony Pulis,permanent,1.0
2017/18,2017-11-04,West Brom,Huddersfield,Away,0,1,0,0.38,0.26,Tony Pulis,permanent,0.7
2017/18,2017-11-18,West Brom,Chelsea,Home,0,4,0,0.59,1.72,Tony Pulis,permanent,0.4
2017/18,2017-11-25,West Brom,Tottenham,Away,1,1,1,0.72,1.92,Gary Megson,caretaker,0.4
2017/18,2017-11-28,West Brom,Newcastle,Home,2,2,1,0.85,1.13,Gary Megson,caretaker,0.5
2017/18,2017-12-02,West Brom,Crystal Palace,Home,0,0,1,1.65,0.81,Alan Pardew,permanent,0.5
2017/18,2017-12-09,West Brom,Swansea,Away,0,1,0,0.25,1.01,Alan Pardew,permanent,0.5
2017/18,2017-12-13,West Brom,Liverpool,Away,0,0,1,0.52,2.14,Alan Pardew,permanent,0.5
2017/18,2017-12-17,West Brom,Man United,Home,1,2,0,1.08,0.9,Alan Pardew,permanent,0.4
2017/18,2017-12-23,West Brom,Stoke,Away,1,3,0,2.05,1.8,Alan Pardew,permanent,0.4
2017/18,2017-12-26,West Brom,Everton,Home,0,0,1,1.18,0.41,Alan Pardew,permanent,0.5
2017/18,2017-12-31,West Brom,Arsenal,Home,1,1,1,1.39,0.92,Alan Pardew,permanent,0.6
2017/18,2018-01-02,West Brom,West Ham,Away,1,2,0,0.64,1.06,Alan Pardew,permanent,0.6
2017/18,2018-01-13,West Brom,Brighton,Home,2,0,3,1.38,0.53,Alan Pardew,permanent,0.8
2017/18,2018-01-20,West Brom,Everton,Away,1,1,1,1.35,0.92,Alan Pardew,permanent,0.8
2017/18,2018-01-31,West Brom,Man City,Away,0,3,0,0.12,2.69,Alan Pardew,permanent,0.7
2017/18,2018-02-03,West Brom,Southampton,Home,2,3,0,0.88,1.0,Alan Pardew,permanent,0.7
2017/18,2018-02-12,West Brom,Chelsea,Away,0,3,0,0.63,2.38,Alan Pardew,permanent,0.6
2017/18,2018-02-24,West Brom,Huddersfield,Home,1,2,0,1.5,1.18,Alan Pardew,permanent,0.6
2017/18,2018-03-03,West Brom,Watford,Away,0,1,0,1.09,1.24,Alan Pardew,permanent,0.6
2017/18,2018-03-10,West Brom,Leicester,Home,1,4,0,0.36,1.87,Alan Pardew,permanent,0.5
2017/18,2018-03-17,West Brom,Bournemouth,Away,1,2,0,1.74,0.69,Alan Pardew,permanent,0.4
2017/18,2018-03-31,West Brom,Burnley,Home,1,2,0,0.39,1.42,Alan Pardew,permanent,0.4
2017/18,2018-04-07,West Brom,Swansea,Home,1,1,1,1.23,0.66,Darren Moore,caretaker,0.2
2017/18,2018-04-15,West Brom,Man United,Away,1,0,3,0.82,0.64,Darren Moore,caretaker,0.4
2017/18,2018-04-21,West Brom,Liverpool,Home,2,2,1,1.4,1.64,Darren Moore,caretaker,0.5
2017/18,2018-04-28,West Brom,Newcastle,Away,1,0,3,0.7,1.58,Darren Moore,caretaker,0.8
2017/18,2018-05-05,West Brom,Tottenham,Home,1,0,3,1.22,0.97,Darren Moore,caretaker,1.1
2017/18,2018-05-13,West Brom,Crystal Palace,Away,0,2,0,0.22,2.36,Darren Moore,caretaker,1.1
2020/21,2020-09-13,West Brom,Leicester,Home,0,3,0,0.35,2.96,Slaven Bilic,appointed_outside_pl,1.1
2020/21,2020-09-19,West Brom,Everton,Away,2,5,0,0.32,4.16,Slaven Bilic,appointed_outside_pl,1.1
2020/21,2020-09-26,West Brom,Chelsea,Home,3,3,1,0.91,2.36,Slaven Bilic,appointed_outside_pl,1.2
2020/21,2020-10-04,West Brom,Southampton,Away,0,2,0,0.16,0.95,Slaven Bilic,appointed_outside_pl,1.2
2020/21,2020-10-19,West Brom,Burnley,Home,0,0,1,0.73,1.09,Slaven Bilic,appointed_outside_pl,1.2
2020/21,2020-10-26,West Brom,Brighton,Away,1,1,1,0.3,0.55,Slaven Bilic,appointed_outside_pl,1.0
2020/21,2020-11-02,West Brom,Fulham,Away,0,2,0,0.48,1.62,Slaven Bilic,appointed_outside_pl,0.9
2020/21,2020-11-08,West Brom,Tottenham,Home,0,1,0,0.8,1.87,Slaven Bilic,appointed_outside_pl,0.6
2020/21,2020-11-21,West Brom,Man United,Away,0,1,0,0.44,2.43,Slaven Bilic,appointed_outside_pl,0.3
2020/21,2020-11-28,West Brom,Sheffield United,Home,1,0,3,1.72,3.37,Slaven Bilic,appointed_outside_pl,0.6
2020/21,2020-12-06,West Brom,Crystal Palace,Home,1,5,0,0.57,1.69,Slaven Bilic,appointed_outside_pl,0.6
2020/21,2020-12-12,West Brom,Newcastle,Away,1,2,0,0.57,0.9,Slaven Bilic,appointed_outside_pl,0.6
2020/21,2020-12-15,West Brom,Man City,Away,1,1,1,0.21,2.59,Slaven Bilic,appointed_outside_pl,0.6
2020/21,2020-12-20,West Brom,Aston Villa,Home,0,3,0,0.04,2.62,Sam Allardyce,permanent,0.6
2020/21,2020-12-27,West Brom,Liverpool,Away,1,1,1,0.74,1.45,Sam Allardyce,permanent,0.6
2020/21,2020-12-29,West Brom,Leeds,Home,0,5,0,0.44,1.54,Sam Allardyce,permanent,0.5
2020/21,2021-01-02,West Brom,Arsenal,Home,0,4,0,0.87,4.03,Sam Allardyce,permanent,0.5
2020/21,2021-01-16,West Brom,Wolves,Away,3,2,3,2.46,1.94,Sam Allardyce,permanent,0.8
2020/21,2021-01-19,West Brom,West Ham,Away,1,2,0,0.46,2.18,Sam Allardyce,permanent,0.8
2020/21,2021-01-26,West Brom,Man City,Home,0,5,0,0.57,2.25,Sam Allardyce,permanent,0.5
2020/21,2021-01-30,West Brom,Fulham,Home,2,2,1,0.99,1.52,Sam Allardyce,permanent,0.6
2020/21,2021-02-02,West Brom,Sheffield United,Away,1,2,0,1.62,1.36,Sam Allardyce,permanent,0.6
2020/21,2021-02-07,West Brom,Tottenham,Away,0,2,0,0.7,1.93,Sam Allardyce,permanent,0.5
2020/21,2021-02-14,West Brom,Man United,Home,1,1,1,0.95,0.42,Sam Allardyce,permanent,0.6
2020/21,2021-02-20,West Brom,Burnley,Away,0,0,1,1.72,0.54,Sam Allardyce,permanent,0.6
2020/21,2021-02-27,West Brom,Brighton,Home,1,0,3,0.69,3.12,Sam Allardyce,permanent,0.9
2020/21,2021-03-04,West Brom,Everton,Home,0,1,0,1.02,1.41,Sam Allardyce,permanent,0.9
2020/21,2021-03-07,West Brom,Newcastle,Home,0,0,1,1.47,0.45,Sam Allardyce,permanent,0.7
2020/21,2021-03-13,West Brom,Crystal Palace,Away,0,1,0,0.51,1.31,Sam Allardyce,permanent,0.7
2020/21,2021-04-03,West Brom,Chelsea,Away,5,2,3,1.38,2.56,Sam Allardyce,permanent,1.0
2020/21,2021-04-12,West Brom,Southampton,Home,3,0,3,2.77,1.5,Sam Allardyce,permanent,1.2
2020/21,2021-04-22,West Brom,Leicester,Away,0,3,0,0.28,2.67,Sam Allardyce,permanent,1.2
2020/21,2021-04-25,West Brom,Aston Villa,Away,2,2,1,1.57,2.65,Sam Allardyce,permanent,1.3
2020/21,2021-05-03,West Brom,Wolves,Home,1,1,1,1.07,0.84,Sam Allardyce,permanent,1.3
2020/21,2021-05-09,West Brom,Arsenal,Away,1,3,0,1.83,1.07,Sam Allardyce,permanent,1.2
2020/21,2021-05-16,West Brom,Liverpool,Home,1,2,0,1.14,2.08,Sam Allardyce,permanent,0.9
2020/21,2021-05-19,West Brom,West Ham,Home,1,3,0,1.11,3.57,Sam Allardyce,permanent,0.9
2020/21,2021-05-23,West Brom,Leeds,Away,1,3,0,1.02,2.49,Sam Allardyce,permanent,0.8
2014/15,2014-08-16,West Ham,Tottenham,Home,0,1,0,1.85,1.02,Sam Allardyce,first spell in data,
2014/15,2014-08-23,West Ham,Crystal Palace,Away,3,1,3,1.34,0.62,Sam Allardyce,first spell in data,
2014/15,2014-08-30,West Ham,Southampton,Home,1,3,0,0.64,1.58,Sam Allardyce,first spell in data,
2014/15,2014-09-15,West Ham,Hull,Away,2,2,1,0.66,0.44,Sam Allardyce,first spell in data,
2014/15,2014-09-20,West Ham,Liverpool,Home,3,1,3,1.26,0.38,Sam Allardyce,first spell in data,
2014/15,2014-09-27,West Ham,Man United,Away,1,2,0,1.27,0.52,Sam Allardyce,first spell in data,
2014/15,2014-10-05,West Ham,QPR,Home,2,0,3,1.64,0.7,Sam Allardyce,first spell in data,
2014/15,2014-10-18,West Ham,Burnley,Away,3,1,3,2.84,1.74,Sam Allardyce,first spell in data,
2014/15,2014-10-25,West Ham,Man City,Home,2,1,3,2.63,1.86,Sam Allardyce,first spell in data,
2014/15,2014-11-01,West Ham,Stoke,Away,2,2,1,0.53,3.07,Sam Allardyce,first spell in data,1.7
