team_id,team,season,points,xgd_pg,start,spend_eur,signings,paid_signings,spend_rel,first_coach,last_coach,points_prev,xgd_prev,prev_last_coach,d_points,d_xgd,new_manager,log_spend
24,Nott'm Forest,2024/25,65,-0.08337997368421056,2024,105500000.0,11.0,9.0,0.9016862815483364,95,95,36,-0.10773873684210523,95,29,0.024358763157894675,0,0.6427410091667939
24,Nott'm Forest,2025/26,44,-0.41587815789473687,2025,233900000.0,14.0,10.0,1.3171713758781378,95,142,65,-0.08337997368421056,95,-21,-0.3324981842105263,0,0.8403472072718101
26,Sheffield United,2020/21,23,-0.8670695868421052,2020,36700000.0,7.0,5.0,0.6419680957599494,25,101,54,-0.16396936842105264,25,-31,-0.7031002184210526,0,0.4958955807318162
27,Southampton,2015/16,63,0.313420947368421,2015,51700000.0,5.0,5.0,1.1888337012509198,113,113,60,0.41716176315789477,113,3,-0.10374081578947375,0,0.7833688454633965
27,Southampton,2016/17,46,0.1815642236842105,2016,51900000.0,4.0,4.0,0.9841474514563107,26,26,63,0.313420947368421,113,-17,-0.13185672368421053,1,0.6851893263915443
27,Southampton,2017/18,36,-0.12303368421052634,2017,39250000.0,3.0,3.0,0.5780772487941382,82,81,46,0.1815642236842105,26,-10,-0.30459790789473684,1,0.45620717483394635
27,Southampton,2018/19,39,-0.2526418157894737,2018,62250000.0,5.0,4.0,0.9793048115723152,81,107,36,-0.12303368421052634,81,3,-0.12960813157894735,0,0.6827456777880511
27,Southampton,2019/20,52,-0.0025249210526315877,2019,57500000.0,4.0,3.0,0.7927754032814008,107,107,39,-0.2526418157894737,107,13,0.2501168947368421,0,0.5837649236879076
27,Southampton,2020/21,43,-0.3490498157894737,2020,25300000.0,4.0,2.0,0.4425556627445973,107,107,52,-0.0025249210526315877,107,-9,-0.3465248947368421,0,0.3664163063468604
27,Southampton,2021/22,40,-0.45288005263157893,2021,63400000.0,5.0,4.0,0.9957046495009698,107,107,43,-0.3490498157894737,107,-3,-0.10383023684210524,0,0.6909971957485564
27,Southampton,2022/23,25,-0.6219621315789473,2022,90960000.0,10.0,8.0,0.793288098934259,107,115,40,-0.45288005263157893,107,-15,-0.16908207894736837,0,0.5840508615448554
28,Stoke,2015/16,51,-0.3085090526315789,2015,25600000.0,4.0,3.0,0.5886681383370125,81,81,54,-0.020264868421052625,81,-3,-0.2882441842105263,0,0.4628960163636636
28,Stoke,2016/17,44,-0.020913263157894758,2016,19120000.0,3.0,2.0,0.3625606796116505,81,81,51,-0.3085090526315789,81,-7,0.28759578947368414,0,0.3093657820583757
28,Stoke,2017/18,33,-0.7575453947368421,2017,7700000.0,3.0,1.0,0.11340623734305387,81,102,44,-0.020913263157894758,81,-11,-0.7366321315789474,0,0.10742399882006622
29,Sunderland,2015/16,39,-0.48244869210526314,2015,2800000.0,2.0,1.0,0.06438557763061074,37,123,38,-0.36890047368421053,37,1,-0.11354821842105262,0,0.06239771026504608
29,Sunderland,2016/17,24,-0.8273644210526316,2016,16250000.0,5.0,3.0,0.3081386529126214,33,33,39,-0.48244869210526314,123,-15,-0.3449157289473685,1,0.26860525117283257
30,Swansea,2015/16,47,-0.35988386842105263,2015,1200000.0,3.0,2.0,0.02759381898454746,49,45,56,-0.39583513157894734,49,-9,0.03595126315789471,0,0.027219971234087738
30,Swansea,2016/17,41,-0.6744767921052631,2016,8100000.0,3.0,2.0,0.15359526699029127,45,100,47,-0.35988386842105263,45,-6,-0.3145929236842105,0,0.14288338472311582
30,Swansea,2017/18,33,-0.8452768236842104,2017,0.0,3.0,0.0,0.0,100,22,41,-0.6744767921052631,100,-8,-0.1708000315789473,0,0.0
31,Tottenham,2015/16,70,0.6931166578947369,2015,65000000.0,4.0,4.0,1.4946651949963208,83,83,64,-0.12260168421052631,83,6,0.8157183421052632,0,0.9141545298169109
31,Tottenham,2016/17,86,0.9548433184210525,2016,57000000.0,3.0,2.0,1.0808555825242718,83,83,70,0.6931166578947369,83,16,0.26172666052631566,0,0.7327791468890994
